# Метеостанция Лондон / Сент-Джеймский парк, Великобритания, WMO_ID=3770, выборка с 01.01.2013 по 30.07.2013, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=3770&lang=ru
#
"Местное время в Лондоне / Сент-Джеймском парке";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.01.2013 15:00";"-1.2";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.5";"";"";"";"";"";"";
"18.01.2013 15:00";"-1.2";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.5";"";"";"";"";"";"";
"18.01.2013 12:00";"-1.5";"";"";"";"93";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.5";"Осадков нет";"6";"";"";"";"";
"18.01.2013 12:00";"-1.5";"";"";"";"93";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.5";"Осадков нет";"6";"";"";"";"";
"18.01.2013 09:00";"-1.4";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.7";"";"";"";"";"";"";
"18.01.2013 09:00";"-1.4";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.7";"";"";"";"";"";"";
"18.01.2013 06:00";"0.0";"";"";"";"82";"";"";"";"";"";" ";"";"";"0.0";"";"";"";"";"";"";"";"-2.7";"Осадков нет";"12";"";"";"";"";
"18.01.2013 06:00";"0.0";"";"";"";"82";"";"";"";"";"";" ";"";"";"0.0";"";"";"";"";"";"";"";"-2.7";"Осадков нет";"12";"";"";"";"";
"18.01.2013 03:00";"1.2";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.2";"";"";"";"";"";"";
"18.01.2013 03:00";"1.2";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.2";"";"";"";"";"";"";
"18.01.2013 00:00";"1.9";"";"";"";"72";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.7";"Осадков нет";"6";"";"";"";"";
"18.01.2013 00:00";"1.9";"";"";"";"72";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.7";"Осадков нет";"6";"";"";"";"";
"17.01.2013 21:00";"1.6";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"17.01.2013 21:00";"1.6";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"17.01.2013 18:00";"2.4";"";"";"";"70";"";"";"";"";"";" ";"";"";"";"3.8";"";"";"";"";"";"";"-2.5";"0.2";"12";"";"";"";"";
"17.01.2013 18:00";"2.4";"";"";"";"70";"";"";"";"";"";" ";"";"";"";"3.8";"";"";"";"";"";"";"-2.5";"0.2";"12";"";"";"";"";
"17.01.2013 15:00";"3.0";"";"";"";"72";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"17.01.2013 15:00";"3.0";"";"";"";"72";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"17.01.2013 12:00";"3.1";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"0.2";"6";"";"";"";"";
"17.01.2013 12:00";"3.1";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"0.2";"6";"";"";"";"";
"17.01.2013 09:00";"-2.8";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.4";"";"";"";"";"";"";
"17.01.2013 09:00";"-2.8";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.4";"";"";"";"";"";"";
"17.01.2013 06:00";"-3.0";"";"";"";"94";"";"";"";"";"";" ";"";"";"-3.0";"";"";"";"";"";"";"";"-3.8";"Осадков нет";"12";"";"-8.0";"";"";
"17.01.2013 06:00";"-3.0";"";"";"";"94";"";"";"";"";"";" ";"";"";"-3.0";"";"";"";"";"";"";"";"-3.8";"Осадков нет";"12";"";"";"";"";
"17.01.2013 03:00";"-1.8";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.0";"";"";"";"";"";"";
"17.01.2013 03:00";"-1.8";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.0";"";"";"";"";"";"";
"17.01.2013 00:00";"-1.3";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.7";"Осадков нет";"6";"";"";"";"";
"17.01.2013 00:00";"-1.3";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.7";"Осадков нет";"6";"";"";"";"";
"16.01.2013 21:00";"-1.6";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.9";"";"";"";"";"";"";
"16.01.2013 21:00";"-1.6";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.9";"";"";"";"";"";"";
"16.01.2013 18:00";"-0.8";"";"";"";"87";"";"";"";"";"";" ";"";"";"";"1.7";"";"";"";"";"";"";"-2.7";"Осадков нет";"12";"";"";"";"";
"16.01.2013 18:00";"-0.8";"";"";"";"87";"";"";"";"";"";" ";"";"";"";"1.7";"";"";"";"";"";"";"-2.7";"Осадков нет";"12";"";"";"";"";
"16.01.2013 15:00";"0.6";"";"";"";"87";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"";"";"";"";"";"";
"16.01.2013 15:00";"0.6";"";"";"";"87";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"";"";"";"";"";"";
"16.01.2013 12:00";"0.5";"";"";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"Осадков нет";"6";"";"";"";"";
"16.01.2013 12:00";"0.5";"";"";"";"87";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"Осадков нет";"6";"";"";"";"";
"16.01.2013 09:00";"-1.4";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.5";"";"";"";"";"";"";
"16.01.2013 09:00";"-1.4";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.5";"";"";"";"";"";"";
"16.01.2013 06:00";"-1.5";"";"";"";"96";"";"";"";"";"";" ";"";"";"-1.9";"";"";"";"";"";"";"";"-2.0";"Осадков нет";"12";"";"";"";"";
"16.01.2013 06:00";"-1.5";"";"";"";"96";"";"";"";"";"";" ";"";"";"-1.9";"";"";"";"";"";"";"";"-2.0";"Осадков нет";"12";"";"-6.0";"";"";
"16.01.2013 03:00";"-0.9";"";"";"";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"16.01.2013 03:00";"-0.9";"";"";"";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"16.01.2013 00:00";"-1.4";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.5";"Осадков нет";"6";"";"";"";"";
"16.01.2013 00:00";"-1.4";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.5";"Осадков нет";"6";"";"";"";"";
"15.01.2013 21:00";"1.2";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.0";"";"";"";"";"";"";
"15.01.2013 21:00";"1.2";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.0";"";"";"";"";"";"";
"15.01.2013 18:00";"1.7";"";"";"";"81";"";"";"";"";"";" ";"";"";"";"2.6";"";"";"";"";"";"";"-1.2";"Осадков нет";"12";"";"";"";"";
"15.01.2013 18:00";"1.7";"";"";"";"81";"";"";"";"";"";" ";"";"";"";"2.6";"";"";"";"";"";"";"-1.2";"Осадков нет";"12";"";"";"";"";
"15.01.2013 15:00";"2.6";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.8";"";"";"";"";"";"";
"15.01.2013 15:00";"2.6";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.8";"";"";"";"";"";"";
"15.01.2013 12:00";"1.8";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"Осадков нет";"6";"";"";"";"";
"15.01.2013 12:00";"1.8";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"Осадков нет";"6";"";"";"";"";
"15.01.2013 09:00";"1.5";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"15.01.2013 09:00";"1.5";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"15.01.2013 06:00";"1.9";"";"";"";"85";"";"";"";"";"";" ";"";"";"1.8";"";"";"";"";"";"";"";"-0.3";"Осадков нет";"12";"";"";"";"";
"15.01.2013 06:00";"1.9";"";"";"";"86";"";"";"";"";"";" ";"";"";"1.8";"";"";"";"";"";"";"";"-0.3";"Осадков нет";"12";"";"-1.0";"";"";
"15.01.2013 03:00";"2.4";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"15.01.2013 03:00";"2.4";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"15.01.2013 00:00";"2.5";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"Осадков нет";"6";"";"";"";"";
"15.01.2013 00:00";"2.5";"";"";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"Осадков нет";"6";"";"";"";"";
"14.01.2013 21:00";"2.8";"";"";"";"87";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"14.01.2013 21:00";"2.8";"";"";"";"87";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"14.01.2013 18:00";"2.3";"";"";"";"97";"";"";"";"";"";" ";"";"";"";"2.5";"";"";"";"";"";"";"1.8";"0.8";"12";"";"";"";"";
"14.01.2013 18:00";"2.3";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"2.5";"";"";"";"";"";"";"1.8";"0.8";"12";"";"";"";"";
"14.01.2013 15:00";"2.0";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"14.01.2013 15:00";"2.0";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"14.01.2013 12:00";"1.6";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"0.4";"6";"";"";"";"";
"14.01.2013 12:00";"1.6";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"0.4";"6";"";"";"";"";
"14.01.2013 09:00";"0.3";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"14.01.2013 09:00";"0.3";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"14.01.2013 06:00";"0.1";"";"";"";"92";"";"";"";"";"";" ";"";"";"0.1";"";"";"";"";"";"";"";"-1.1";"Осадков нет";"12";"";"";"";"";
"14.01.2013 06:00";"0.1";"";"";"";"92";"";"";"";"";"";" ";"";"";"0.1";"";"";"";"";"";"";"";"-1.1";"Осадков нет";"12";"";"-2.0";"";"";
"14.01.2013 03:00";"1.1";"";"";"";"75";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.8";"";"";"";"";"";"";
"14.01.2013 03:00";"1.1";"";"";"";"75";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.8";"";"";"";"";"";"";
"14.01.2013 00:00";"1.5";"";"";"";"65";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.3";"Осадков нет";"6";"";"";"";"";
"14.01.2013 00:00";"1.5";"";"";"";"66";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.3";"Осадков нет";"6";"";"";"";"";
"13.01.2013 21:00";"1.8";"";"";"";"72";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.7";"";"";"";"";"";"";
"13.01.2013 21:00";"1.8";"";"";"";"72";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.7";"";"";"";"";"";"";
"13.01.2013 18:00";"2.3";"";"";"";"73";"";"";"";"";"";" ";"";"";"";"3.7";"";"";"";"";"";"";"-2.0";"Осадков нет";"12";"";"";"";"";
"13.01.2013 18:00";"2.3";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"3.7";"";"";"";"";"";"";"-2.0";"Осадков нет";"12";"";"";"";"";
"13.01.2013 15:00";"3.1";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"13.01.2013 15:00";"3.1";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"13.01.2013 12:00";"3.2";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.0";"Осадков нет";"6";"";"";"";"";
"13.01.2013 12:00";"3.2";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.0";"Осадков нет";"6";"";"";"";"";
"13.01.2013 09:00";"1.9";"";"";"";"72";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.7";"";"";"";"";"";"";
"13.01.2013 09:00";"1.9";"";"";"";"72";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.7";"";"";"";"";"";"";
"13.01.2013 06:00";"2.8";"";"";"";"71";"";"";"";"";"";" ";"";"";"2.7";"";"";"";"";"";"";"";"-2.0";"0.2";"12";"";"";"";"";
"13.01.2013 06:00";"2.8";"";"";"";"71";"";"";"";"";"";" ";"";"";"2.7";"";"";"";"";"";"";"";"-2.0";"0.2";"12";"";"";"";"";
"13.01.2013 03:00";"3.7";"";"";"";"76";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"13.01.2013 03:00";"3.7";"";"";"";"76";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"13.01.2013 00:00";"4.1";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"0.2";"6";"";"";"";"";
"13.01.2013 00:00";"4.1";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"0.2";"6";"";"";"";"";
"12.01.2013 21:00";"3.9";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"12.01.2013 21:00";"3.9";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"12.01.2013 18:00";"4.4";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"5.2";"";"";"";"";"";"";"1.8";"0.4";"12";"";"";"";"";
"12.01.2013 18:00";"4.4";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"5.2";"";"";"";"";"";"";"1.8";"0.4";"12";"";"";"";"";
"12.01.2013 15:00";"4.6";"";"";"";"67";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"12.01.2013 15:00";"4.6";"";"";"";"67";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"12.01.2013 12:00";"4.9";"";"";"";"58";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.6";"0.4";"6";"";"";"";"";
"12.01.2013 12:00";"4.9";"";"";"";"59";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.6";"0.4";"6";"";"";"";"";
"12.01.2013 09:00";"3.7";"";"";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"12.01.2013 09:00";"3.7";"";"";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"12.01.2013 06:00";"3.8";"";"";"";"92";"";"";"";"";"";" ";"";"";"1.6";"";"";"";"";"";"";"";"2.6";"Осадков нет";"12";"";"";"";"";
"12.01.2013 06:00";"3.8";"";"";"";"92";"";"";"";"";"";" ";"";"";"1.6";"";"";"";"";"";"";"";"2.6";"Осадков нет";"12";"";"-2.0";"";"";
"12.01.2013 03:00";"3.1";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"12.01.2013 03:00";"3.1";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"12.01.2013 00:00";"2.0";"";"";"";"95";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"Осадков нет";"6";"";"";"";"";
"12.01.2013 00:00";"2.0";"";"";"";"95";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"Осадков нет";"6";"";"";"";"";
"11.01.2013 21:00";"2.5";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"11.01.2013 21:00";"2.5";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"11.01.2013 18:00";"3.8";"";"";"";"89";"";"";"";"";"";" ";"";"";"";"6.3";"";"";"";"";"";"";"2.2";"Осадков нет";"12";"";"";"";"";
"11.01.2013 18:00";"3.8";"";"";"";"89";"";"";"";"";"";" ";"";"";"";"6.3";"";"";"";"";"";"";"2.2";"Осадков нет";"12";"";"";"";"";
"11.01.2013 15:00";"5.7";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"11.01.2013 15:00";"5.7";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"11.01.2013 12:00";"5.0";"";"";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"Осадков нет";"6";"";"";"";"";
"11.01.2013 12:00";"5.0";"";"";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"Осадков нет";"6";"";"";"";"";
"11.01.2013 09:00";"2.1";"";"";"";"97";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"11.01.2013 09:00";"2.1";"";"";"";"97";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"11.01.2013 06:00";"0.8";"";"";"";"96";"";"";"";"";"";" ";"";"";"0.8";"";"";"";"";"";"";"";"0.3";"Осадков нет";"12";"";"";"";"";
"11.01.2013 03:00";"1.8";"";"";"";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"11.01.2013 00:00";"2.2";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"Осадков нет";"6";"";"";"";"";
"10.01.2013 21:00";"2.4";"";"";"";"90";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"10.01.2013 18:00";"3.1";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"4.0";"";"";"";"";"";"";"1.3";"0.2";"12";"";"";"";"";
"10.01.2013 15:00";"3.7";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"10.01.2013 12:00";"2.8";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.6";"0.2";"6";"";"";"";"";
"10.01.2013 09:00";"2.7";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"10.01.2013 06:00";"2.3";"";"";"";"99";"";"";"";"";"";" ";"";"";"1.2";"";"";"";"";"";"";"";"2.2";"Осадков нет";"12";"";"";"";"";
"10.01.2013 03:00";"1.7";"";"";"";"99";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.6";"";"";"";"";"";"";
"10.01.2013 00:00";"2.5";"";"";"";"99";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"Осадков нет";"6";"";"";"";"";
"09.01.2013 21:00";"3.3";"";"";"";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"09.01.2013 18:00";"6.4";"";"";"";"81";"";"";"";"";"";" ";"";"";"";"9.5";"";"";"";"";"";"";"3.3";"0.2";"12";"";"";"";"";
"09.01.2013 15:00";"8.1";"";"";"";"73";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"09.01.2013 12:00";"8.3";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"0.2";"6";"";"";"";"";
"09.01.2013 09:00";"8.7";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"09.01.2013 06:00";"9.5";"";"";"";"97";"";"";"";"";"";" ";"";"";"9.1";"";"";"";"";"";"";"";"9.1";"2.0";"12";"";"";"";"";
"09.01.2013 03:00";"9.3";"";"";"";"98";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"09.01.2013 00:00";"9.1";"";"";"";"97";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"0.6";"6";"";"";"";"";
"08.01.2013 21:00";"10.2";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"08.01.2013 18:00";"10.8";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"11.6";"";"";"";"";"";"";"8.4";"Осадков нет";"12";"";"";"";"";
"08.01.2013 15:00";"11.1";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"08.01.2013 12:00";"11.2";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"Осадков нет";"6";"";"";"";"";
"08.01.2013 09:00";"9.5";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"08.01.2013 06:00";"10.0";"";"";"";"83";"";"";"";"";"";" ";"";"";"8.3";"";"";"";"";"";"";"";"7.3";"Осадков нет";"12";"";"";"";"";
"08.01.2013 03:00";"9.6";"";"";"";"87";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"08.01.2013 00:00";"9.6";"";"";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"Осадков нет";"6";"";"";"";"";
"07.01.2013 21:00";"9.2";"";"";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"07.01.2013 18:00";"8.3";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"9.0";"";"";"";"";"";"";"6.9";"Осадков нет";"12";"";"";"";"";
"07.01.2013 15:00";"8.8";"";"";"";"87";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"07.01.2013 12:00";"8.6";"";"";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"Осадков нет";"6";"";"";"";"";
"07.01.2013 09:00";"7.7";"";"";"";"93";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"07.01.2013 06:00";"7.3";"";"";"";"95";"";"";"";"";"";" ";"";"";"7.1";"";"";"";"";"";"";"";"6.6";"Осадков нет";"12";"";"";"";"";
"07.01.2013 03:00";"7.7";"";"";"";"97";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"07.01.2013 00:00";"8.5";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"Осадков нет";"6";"";"";"";"";
"06.01.2013 21:00";"8.8";"";"";"";"93";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"06.01.2013 18:00";"7.7";"";"";"";"95";"";"";"";"";"";" ";"";"";"";"8.1";"";"";"";"";"";"";"6.9";"0.2";"12";"";"";"";"";
"06.01.2013 15:00";"7.4";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"06.01.2013 12:00";"7.6";"";"";"";"99";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"0.2";"6";"";"";"";"";
"06.01.2013 09:00";"7.6";"";"";"";"99";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"06.01.2013 06:00";"7.0";"";"";"";"99";"";"";"";"";"";" ";"";"";"6.9";"";"";"";"";"";"";"";"6.8";"Осадков нет";"12";"";"";"";"";
"06.01.2013 03:00";"7.2";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"06.01.2013 00:00";"7.7";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"Осадков нет";"6";"";"";"";"";
"05.01.2013 21:00";"9.2";"";"";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"05.01.2013 18:00";"10.5";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"11.0";"";"";"";"";"";"";"8.6";"Осадков нет";"12";"";"";"";"";
"05.01.2013 15:00";"10.8";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"05.01.2013 12:00";"10.7";"";"";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"Осадков нет";"6";"";"";"";"";
"05.01.2013 09:00";"9.1";"";"";"";"97";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"05.01.2013 06:00";"8.5";"";"";"";"96";"";"";"";"";"";" ";"";"";"8.1";"";"";"";"";"";"";"";"7.9";"Осадков нет";"12";"";"";"";"";
